identifier,fullStatement,humanCodingScheme,listEnumeration,notes,educationLevel,CFItemType
7413b748-d7cc-11e8-824f-0242ac160002,Interpret expressions that represent a quantity in terms of its context,HSA-SSE.A.1,1,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
7413b449-d7cc-11e8-824f-0242ac160002,"Interpret parts of an expression, such as terms, factors, and coefficients.",HSA-SSE.A.1.a,a.,,"09,10,11,12",Component
7413c076-d7cc-11e8-824f-0242ac160002,"Interpret complicated expressions by viewing one or more of their parts as a single entity. <em>For example, interpret P(1+r)<sup>n</sup> as the product of P and a factor not depending on P.</em>",HSA-SSE.A.1.b,b.,,"09,10,11,12",Component
7413bd6e-d7cc-11e8-824f-0242ac160002,"Use the structure of an expression to identify ways to rewrite it. <em>For example, see x<sup>4</sup> — y<sup>4</sup> as (x²)² — (y²)², thus recognizing it as a difference of squares that can be factored as (x² — y²)(x² + y²).</em>",HSA-SSE.A.2,2,,"09,10,11,12",Standard
7413c988-d7cc-11e8-824f-0242ac160002,Write expressions in equivalent forms to solve problems,HSA-SSE.B,,[Quadratic and exponential],"09,10,11,12",Cluster
7413c670-d7cc-11e8-824f-0242ac160002,Choose and produce an equivalent form of an expression to reveal and explain properties of the quantity represented by the expression.,HSA-SSE.B.3,3,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
7413c37a-d7cc-11e8-824f-0242ac160002,Factor a quadratic expression to reveal the zeros of the function it defines.,HSA-SSE.B.3.a,a.,,"09,10,11,12",Component
7413cc80-d7cc-11e8-824f-0242ac160002,Complete the square in a quadratic expression to reveal the maximum or minimum value of the function it defines.,HSA-SSE.B.3.b,b.,,"09,10,11,12",Component
7413cf7f-d7cc-11e8-824f-0242ac160002,Use the properties of exponents to transform expressions for exponential functions. <em>For example the expression 1.15<sup>t</sup> can be rewritten as (1.151/12)<sup>12t</sup>  1.012<sup>12t</sup> to reveal the approximate equivalent monhly interest rate if the annual rate is 15%.</em>,HSA-SSE.B.3.c,c.,,"09,10,11,12",Component
7413d2d2-d7cc-11e8-824f-0242ac160002,Arithmetic with Polynomials & Rational Expressions,,,,"09,10,11,12",Domain
7413d97c-d7cc-11e8-824f-0242ac160002,Perform arithmetic operations on polynomials,HSA-APR.A,,[Polynomials that simplify to quadratics],"09,10,11,12",Cluster
7413d64c-d7cc-11e8-824f-0242ac160002,"Understand that polynomials form a system analogous to the integers, namely, they are closed under the operations of addition, subtraction, and multiplication; add, subtract, and multiply polynomials.",HSA-APR.A.1,1,,"09,10,11,12",Standard
7413df71-d7cc-11e8-824f-0242ac160002,Creating Equations,,,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Domain
7413e5cc-d7cc-11e8-824f-0242ac160002,Create equations that describe numbers or relationships,HSA-CED.A,,,"09,10,11,12",Cluster
7413e300-d7cc-11e8-824f-0242ac160002,"Create equations and inequalities in one variable including ones with absolute value and use them to solve problems. Include equations arising from linear and quadratic functions, and simple rational and exponential functions.",HSA-CED.A.1,1,,"09,10,11,12",Standard
7413e87a-d7cc-11e8-824f-0242ac160002,Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.,HSA-CED.A.2,2,,"09,10,11,12",Standard
7413eb25-d7cc-11e8-824f-0242ac160002,"Rearrange formulas to highlight a quantity of interest, using the same reasoning as in solving equations. <em>For example, rearrange Ohm's law V = IR to highlight resistance R.</em>",HSA-CED.A.4,4,,"09,10,11,12",Standard
7413edd3-d7cc-11e8-824f-0242ac160002,Reasoning with Equations & Inequalities,,,,"09,10,11,12",Domain
7413f0b8-d7cc-11e8-824f-0242ac160002,Solve equations and inequalities in one variable,HSA-REI.B,,[Quadratics with real coefficients],"09,10,11,12",Cluster
7413f372-d7cc-11e8-824f-0242ac160002,Solve quadratic equations in one variable.,HSA-REI.B.4,4,,"09,10,11,12",Standard
7413f701-d7cc-11e8-824f-0242ac160002,Use the method of completing the square to transform any quadratic equation in x into an equation of the form (x - p)² = q that has the same solutions. Derive the quadratic formula from this form.,HSA-REI.B.4.a,a.,,"09,10,11,12",Component
7413fc8a-d7cc-11e8-824f-0242ac160002,"Solve quadratic equations by inspection (e.g., for x² = 49), taking square roots, completing the square, the quadratic formula and factoring, as appropriate to the initial form of the equation. Recognize when the quadratic formula gives complex solutions and write them as a ± bi for real numbers a and b.",HSA-REI.B.4.b,b.,,"09,10,11,12",Component
7414010a-d7cc-11e8-824f-0242ac160002,Solve systems of equations,HSA-REI.C,,[Linear-quadratic systems],"09,10,11,12",Cluster
7414050c-d7cc-11e8-824f-0242ac160002,"Solve a simple system consisting of a linear equation and a quadratic equation in two variables algebraically and graphically. <em>For example, find the points of intersection between the line y = -3x and the circle x² + y² = 3.</em>",HSA-REI.C.7,7,,"09,10,11,12",Standard
74140805-d7cc-11e8-824f-0242ac160002,Functions,,,,"09,10,11,12",Conceptual Category
74140b62-d7cc-11e8-824f-0242ac160002,Interpreting Functions,,,,"09,10,11,12",Domain
741413c6-d7cc-11e8-824f-0242ac160002,Interpret functions that arise in applications in terms of the context,HSF-IF.B,,[Quadratic],"09,10,11,12",Cluster
74140f95-d7cc-11e8-824f-0242ac160002,"For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship.",HSF-IF.B.4,4,"Key features include: intercepts; intervals where the function is increasing, decreasing, positive, or negative; relative maximums and minimums; symmetries; end behavior; and periodicity.","09,10,11,12",Standard
7414166d-d7cc-11e8-824f-0242ac160002,"Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes. <em>For example, if the function h(n) gives the number of person-hours it takes to assemble n engines in a factory, then the positive integers would be an appropriate domain for the function.</em>",HSF-IF.B.5,5,,"09,10,11,12",Standard
74141904-d7cc-11e8-824f-0242ac160002,Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.,HSF-IF.B.6,6,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
741420d2-d7cc-11e8-824f-0242ac160002,Analyze functions using different representations,HSF-IF.C,,"[Linear, exponential, quadratic, absolute value, step, piecewise-defined]","09,10,11,12",Cluster
74141e01-d7cc-11e8-824f-0242ac160002,"Graph functions expressed symbolically and show key features of the graph, by hand in simple cases and using technology for more complicated cases.",HSF-IF.C.7,7,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
74141b8f-d7cc-11e8-824f-0242ac160002,"Graph linear and quadratic functions and show intercepts, maxima, and minima.",HSF-IF.C.7.a,a.,,"09,10,11,12",Component
7431f31e-d7cc-11e8-824f-0242ac160002,"Graph square root, cube root, and piecewise-defined functions, including step functions and absolute value functions.",HSF-IF.C.7.b,b.,,"09,10,11,12",Component
74142368-d7cc-11e8-824f-0242ac160002,Write a function defined by an expression in different but equivalent forms to reveal and explain different properties of the function.,HSF-IF.C.8,8,,"09,10,11,12",Standard
741426a6-d7cc-11e8-824f-0242ac160002,"Use the process of factoring and completing the square in a quadratic function to show zeros, extreme values, and symmetry of the graph, and interpret these in terms of a context.",HSF-IF.C.8.a,a.,,"09,10,11,12",Component
7431dedc-d7cc-11e8-824f-0242ac160002,"Use the properties of exponents to interpret expressions for exponential functions. <em>For example, identify percent rate of change in functions such as y = (1.02)<sup>t</sup>, y = (0.97)<sup>t</sup>, y = (1.01 <sup>12t</sup>, y = (1.2)<sup>t/10</sup>, and classify them as representing exponential growth or decay.</em>",HSF-IF.C.8.b,b.,,"09,10,11,12",Component
7431ea6e-d7cc-11e8-824f-0242ac160002,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). <em>For example, given a graph of one quadratic function and an algebraic expression for another, say which has the larger maximum.</em>",HSF-IF.C.9,9,,"09,10,11,12",Standard
7431fa38-d7cc-11e8-824f-0242ac160002,Building Functions,,,,"09,10,11,12",Domain
74321e48-d7cc-11e8-824f-0242ac160002,Build a function that models a relationship between two quantities,HSF-BF.A,,[Quadratic and exponential],"09,10,11,12",Cluster
743212fa-d7cc-11e8-824f-0242ac160002,Write a function that describes a relationship between two quantities,HSF-BF.A.1,1,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
743204f6-d7cc-11e8-824f-0242ac160002,"Determine an explicit expression, a recursive process, or steps for calculation from a context.",HSF-BF.A.1.a,a.,,"09,10,11,12",Component
74322ad0-d7cc-11e8-824f-0242ac160002,"Combine standard function types using arithmetic operations. <em>For example, build a function that models the temperature of a cooling body by adding a constant function to a decaying exponential, and relate these functions to the model.</em>",HSF-BF.A.1.b,b.,,"09,10,11,12",Component
74324404-d7cc-11e8-824f-0242ac160002,Build new functions from existing functions,HSF-BF.B,,"[Quadratic, absolute value]","09,10,11,12",Cluster
74323714-d7cc-11e8-824f-0242ac160002,"Identify the effect on the graph of replacing f(x) by f(x) + k, k f(x), f(kx), and f(x + k) for specific values of k (both positive and negative); find the value of k given the graphs. Experiment with cases and illustrate an explanation of the effects on the graph using technology. Include recognizing even and odd functions from their graphs and algebraic expressions for them.",HSF-BF.B.3,3,,"09,10,11,12",Standard
